Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,BKS Collection (product.metafields.bks.collection),BKS Design (product.metafields.bks.design),BKS Drop (product.metafields.bks.drop),BKS Series (product.metafields.bks.series),Google Product Category (product.metafields.custom.google_product_category),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Boot style (product.metafields.shopify.boot-style),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Luggage/Bag closure (product.metafields.shopify.luggage-bag-closure),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Sandal style (product.metafields.shopify.sandal-style),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Slipper style (product.metafields.shopify.slipper-style),Sneaker style (product.metafields.shopify.sneaker-style),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italy,Price / Italy,Compare At Price / Italy,Included / Corea del Sud,Price / Corea del Sud,Compare At Price / Corea del Sud,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
flag-cord-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/7722769328947822245_2048.jpg?v=1780414153,4,BKS Flag Cord™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag-cord-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/11153348646926248094_2048.jpg?v=1780414153,5,BKS Flag Cord™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag-cord-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/2536152550662184326_2048.jpg?v=1780414151,6,BKS Flag Cord™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag-cord-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/14955097786054945945_2048.jpg?v=1780414154,7,BKS Flag Cord™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,BKS Folklore Manor™ Travel Bag,"<p><em>A botanical world in motion — navy volutes on warm ivory, edge-to-edge.</em></p>
<p>Full-size waterproof travel bag in durable high-grade nylon, carrying an all-over print from the BKS Folklore collection — dense navy botanical scrollwork generated through BakAbo's AI design process, applied across the entire surface. The Manor print draws from an invented visual vocabulary: stylised flowers, climbing leaves and curling stems with no geographical reference, only the logic of growth and pattern. The BKS figure mark sits at the center, white against the field. Brown PU leather handles and trim, gold-tone zipper, adjustable shoulder strap.</p>
<ul>
<li>
<strong>Material:</strong> Durable high-grade nylon shell — lightweight and abrasion resistant</li>
<li>
<strong>Construction:</strong> Waterproof — protects contents from rain and spills</li>
<li>
<strong>Interior:</strong> Polyester lining with one open pocket for small items</li>
<li>
<strong>Hardware:</strong> Brown PU leather handles, microfiber PU binding, adjustable shoulder strap, gold-colored zipper</li>
<li>
<strong>Dimensions:</strong> 20″ × 12″ × 9″ (51 × 30 × 23 cm)</li>
<li>
<strong>Print:</strong> All-over AOP, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Wipe clean with damp cloth, do not machine wash</li>
</ul>
<p><em>Made to order. Each bag is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>
<ul>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty per Directive 2019/771</li>
<li>
</li>
</ul>
<p><strong>EU representative</strong>: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</p>
<p><strong>Product information</strong>: Generic brand, 2 year warranty in EU and Northern Ireland as per Directive 2019/771</p>
<p><strong>Care instructions</strong>: Do not expose to the sun, keep in a dry place, Do not dryclean, Before cleaning the bag, remove all the items from the bag. Suggested to pretreat visible stains with stain remover. Mix warm water with laundry detergent and clean the bag with terry washcloth or soft bristle brush. Let the bag air dry.</p>",Printify,Luggage & Bags > Duffel Bags,Travel Bag,"bakabo-enriched, curation:keep, use-case:travel, made-to-order, ai-art, brand:bks, collection:origin, series:naif, type:travel-bag, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,"20"" x 12""",,Color,Brown,,,,,23840014898787474012,100.0,shopify,continue,manual,108.41,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/098be661-fb5b-4751-b336-997d1472f133.png?v=1781219397,1,BKS Folklore Manor Travel Bag - BKS Folklore Travel Bag,false,BKS Folklore Manor Travel Bag | BKS Studio,"AOP waterproof travel bag from the BKS Folklore collection. Navy botanical damask, edge to edge. Made to order.",3032,female,adult,,new,TRUE,no-gtin,Travel Bag,,,,Folklore,Manor,catalog-reset-2026,naif,Luggage & Bags > Duffel Bags,,one-size; customizable,,,adults,zipper-closure,waterproof; adjustable-size; lightweight,polyester; nylon; leather; faux-leather,single-compartment; external-pockets,,soft-bristled-brush; remove-items-pretreat-stains-clean-with-warm-water-and-detergent-air-dry,handle; shoulder-strap; detachable-strap-1,,,floral; navy; white,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/10635039596744984470_2048_b68ec565-5ae7-4684-9f2c-3a62c84f44b0.jpg?v=1780414108,kg,,54.41,true,,,true,,,true,,,true,,,active
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/10635039596744984470_2048_b68ec565-5ae7-4684-9f2c-3a62c84f44b0.jpg?v=1780414108,2,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/6391201868914044880_2048.jpg?v=1780414108,3,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16148831569644484120_2048.jpg?v=1780414109,4,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/11097325994453106978_2048.jpg?v=1780414109,5,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/7782223511218047498_2048.jpg?v=1780414111,6,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/6763566681377435781_2048.jpg?v=1780414110,7,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folklore-manor-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/7361147024194292147_2048.jpg?v=1780414113,8,BKS Folklore Manor™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,BKS Marker Vortex™ Travel Bag,"<p><em>Waterproof travel bag in a vortex of urban geometry — navy and cobalt in motion, edge to edge.</em></p>

<p>All-over print waterproof travel bag from the BKS Marker collection — a swirling field of geometric forms in navy, cobalt and black, generated through BakAbo's AI design process. The composition pulls inward: angular planes and curved bands converge without resolving. The surface reads as urban energy held in structure. Brown PU leather handles and gold hardware frame the piece.</p>

<ul>
<li>
<strong>Material:</strong> Durable high-grade nylon shell — lightweight and abrasion resistant</li>
<li>
<strong>Construction:</strong> Waterproof — protects contents from rain and spills</li>
<li>
<strong>Interior:</strong> Polyester lining with one open pocket for small items</li>
<li>
<strong>Hardware:</strong> Brown PU leather handles, microfiber PU binding, adjustable shoulder strap, gold-colored zipper</li>
<li>
<strong>Dimensions:</strong> 20″ × 12″ × 9″ (51 × 30 × 23 cm)</li>
<li>
<strong>Print:</strong> All-over AOP, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Wipe clean with damp cloth, do not machine wash</li>
</ul>

<p><em>Made to order. Each bag is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>

<ul>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty per Directive 2019/771</li>
</ul>",Printify,Luggage & Bags > Duffel Bags,Travel Bag,"bakabo-enriched, use-case:travel, made-to-order, ai-art, brand:bks, collection:marker, series:neo-expressionism, type:travel-bag, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,"20"" x 12""",,Color,Brown,,,,,13832865696252401673,100.0,shopify,deny,manual,108.41,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3213a83f-ec58-454c-b8ed-7ced02343f78.png?v=1781225913,1,BKS Marker Vortex Travel Bag - BKS Marker Travel Bag,false,BKS Marker Vortex Travel Bag | BKS Studio,"AOP waterproof travel bag from the BKS Marker collection. Urban assemblage — a face emerging from layered ochre fields, edge to edge. Made to order.",3032,female,adult,,new,TRUE,no-gtin,Travel Bag,,,,Marker,Vortex,catalog-reset-2026,neo-expressionism,Luggage & Bags > Duffel Bags,,one-size; customizable,,,adults,zipper-closure,waterproof; adjustable-size; lightweight,polyester; nylon; leather; faux-leather,single-compartment; external-pockets,,soft-bristled-brush; remove-items-pretreat-stains-clean-with-warm-water-and-detergent-air-dry,handle; shoulder-strap; detachable-strap-1,,,geometric; navy; white,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17522079717623290251_2048_06e6e61a-2648-4339-aa26-4513dd1c83be.jpg?v=1780395485,kg,,54.41,true,,,true,,,true,,,true,,,active
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17522079717623290251_2048_06e6e61a-2648-4339-aa26-4513dd1c83be.jpg?v=1780395485,2,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/10443820706846809168_2048.jpg?v=1780395486,3,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/14820121710947051436_2048.jpg?v=1780395486,4,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16525135383522133138_2048.jpg?v=1780395488,5,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/6462926888148947416_2048.jpg?v=1780395489,6,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17913568545961048234_2048.jpg?v=1780395489,7,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3811447810557643295_2048.jpg?v=1780395490,8,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marker-vortex-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/4229439553401396193_2048.jpg?v=1780395491,9,BKS Marker Vortex™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,BKS Hours Visage™ Travel Bag,"<p><em>Waterproof travel bag in a painterly figurative field — gold and amber, edge to edge.</em></p>

<p>All-over print waterproof travel bag from the BKS Hours collection — a large-scale figurative composition in gold, amber and warm earth tones, generated through BakAbo's AI design process. The surface reads as a painted study: layered colour, emerging form, light held in texture. The face resolves slowly across the bag — front and back read as a single uninterrupted canvas. Brown PU leather handles and gold hardware frame the piece.</p>

<ul>
<li>
<strong>Material:</strong> Durable high-grade nylon shell — lightweight and abrasion resistant</li>
<li>
<strong>Construction:</strong> Waterproof — protects contents from rain and spills</li>
<li>
<strong>Interior:</strong> Polyester lining with one open pocket for small items</li>
<li>
<strong>Hardware:</strong> Brown PU leather handles, microfiber PU binding, adjustable shoulder strap, gold-colored zipper</li>
<li>
<strong>Dimensions:</strong> 20″ × 12″ × 9″ (51 × 30 × 23 cm)</li>
<li>
<strong>Print:</strong> All-over AOP, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Wipe clean with damp cloth, do not machine wash</li>
</ul>

<p><em>Made to order. Each bag is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>

<ul>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty per Directive 2019/771</li>
</ul>",Printify,Luggage & Bags > Duffel Bags,Travel Bag,"bakabo-enriched, use-case:travel, made-to-order, ai-art, brand:bks, collection:hours, series:hyperrealism, type:travel-bag, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,"20"" x 12""",,Color,Brown,,,,,99561029023445342414,100.0,shopify,continue,manual,108.41,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3922723206995993887_2048.jpg?v=1780402512,1,BKS Hours Visage Travel Bag - BKS Hours Travel Bag,false,BKS Hours Visage Travel Bag | BKS Studio,"AOP waterproof travel bag from the BKS Hours collection. Multicolor gold and amber figurative field, edge to edge. Made to order.",3032,female,adult,,new,TRUE,no-gtin,Travel Bag,,,,Hours,Visage,catalog-reset-2026,hyperrealism,Luggage & Bags > Duffel Bags,,one-size; customizable,,,adults,zipper-closure,waterproof; adjustable-size; lightweight,polyester; nylon; leather; faux-leather,single-compartment; external-pockets,,soft-bristled-brush; remove-items-pretreat-stains-clean-with-warm-water-and-detergent-air-dry,handle; shoulder-strap; detachable-strap-1,,,geometric; brown; yellow,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3922723206995993887_2048.jpg?v=1780402512,kg,,54.41,true,,,true,,,true,,,true,,,active
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/72363554045657603_2048.jpg?v=1780402513,2,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/743781329836683574_2048.jpg?v=1780402511,3,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17099247075886611116_2048.jpg?v=1780402513,4,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/18152838769559217481_2048.jpg?v=1780402513,5,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/17957137903393965755_2048.jpg?v=1780402512,6,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/5779645895151351574_2048.jpg?v=1780402514,7,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hours-visage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/5111358855117915092_2048.jpg?v=1780402515,8,BKS Hours Visage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-sage-travel-bag,BKS Riviera Sage™ Travel Bag,"<p><em>Waterproof travel bag in a sage and cream geometric field — a white figure standing in the pattern.</em></p>
<p>All-over print waterproof travel bag from the BKS Riviera collection — a diagonal grid of sage green segments and squares on cream, generated through BakAbo's AI design process. The palette is natural, restrained, Mediterranean in register — the geometry of a tiled surface, a garden wall, a woven mat. A white human figure anchors the composition. Brown PU leather handles and gold hardware frame the piece. A bag built for unhurried travel.</p>
<ul>
<li>
<strong>Material:</strong> Durable high-grade nylon shell — lightweight and abrasion resistant</li>
<li>
<strong>Construction:</strong> Waterproof — protects contents from rain and spills</li>
<li>
<strong>Interior:</strong> Polyester lining with one open pocket for small items</li>
<li>
<strong>Hardware:</strong> Brown PU leather handles, microfiber PU binding, adjustable shoulder strap, gold-colored zipper</li>
<li>
<strong>Dimensions:</strong> 20″ × 12″ × 9″ (51 × 30 × 23 cm)</li>
<li>
<strong>Print:</strong> All-over AOP, edge-to-edge digital print</li>
<li>
<strong>Care:</strong> Wipe clean with damp cloth, do not machine wash</li>
</ul>
<p><em>Made to order. Each bag is printed and assembled for you after purchase. Allow 7–10 business days for production before shipping.</em></p>
<ul>
<li>↩ 30-Day Returns, hassle-free</li>
<li>✦ Printed on demand, never overstocked</li>
<li>✓ 2-Year EU Warranty per Directive 2019/771</li>
</ul>
<p><strong>EU representative</strong>: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</p>
<p><strong>Product information</strong>: Generic brand, 2 year warranty in EU and Northern Ireland as per Directive 2019/771</p>
<p><strong>Care instructions</strong>: Do not expose to the sun, keep in a dry place, Do not dryclean, Before cleaning the bag, remove all the items from the bag. Suggested to pretreat visible stains with stain remover. Mix warm water with laundry detergent and clean the bag with terry washcloth or soft bristle brush. Let the bag air dry.</p>",Printify,Luggage & Bags > Duffel Bags,Travel Bag,"bakabo-enriched, use-case:travel, made-to-order, ai-art, brand:bks, collection:riviera, series:islands, type:travel-bag, drop:catalog-reset-2026, status:active, print-type:aop, macro:woman",true,Size,"20"" x 12""",,Color,Brown,,,,,36138753725596944885,100.0,shopify,continue,manual,108.41,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3109759460483966404_2048.jpg?v=1780414869,1,BKS Riviera Sage Travel Bag - BKS Riviera Travel Bag,false,BKS Riviera Sage Travel Bag | BKS Studio,"AOP waterproof travel bag from the BKS Riviera collection. Sage green and cream geometric grid, white figure, edge to edge. Made to order.",3032,female,adult,,new,TRUE,no-gtin,Travel Bag,,,,Riviera,Sage,catalog-reset-2026,islands,Luggage & Bags > Duffel Bags,,one-size; customizable,,,adults,zipper-closure,waterproof; adjustable-size; lightweight,polyester; nylon; leather; faux-leather,single-compartment,,soft-bristled-brush; remove-items-pretreat-stains-clean-with-warm-water-and-detergent-air-dry,handle; shoulder-strap; detachable-strap-1,,,geometric; acqua-2; white,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/3109759460483966404_2048.jpg?v=1780414869,kg,,54.41,true,,,true,,,true,,,true,,,active
riviera-sage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/12813138116758215095_2048.jpg?v=1780414874,2,BKS Riviera Sage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-sage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/1674299206421322207_2048.jpg?v=1780414877,3,BKS Riviera Sage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-sage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/1060263779555988605_2048.jpg?v=1780414874,4,BKS Riviera Sage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riviera-sage-travel-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0771/8758/0242/files/16325153101867645323_2048.jpg?v=1780414877,5,BKS Riviera Sage™ Travel Bag Printify bakabo.club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
