id,title,visible,approved,collection,tags,variants_count,images_count
69f5d72bdb88631ee309b0ae,Abstract Block Pattern Puffer Jacket,False,False,unknown,"men jacket,puffer jacket,mens outerwear,quilted jacket,graphic jacket,pattern jacket,retro puffer,streetwear coat,casual outerwear,cold weather,everyday jacket,gift for him,fall jacket,BakAbo Puffer jacket,BKS,bakabo.club",10,7
69f47b01ef66d02ffe01ac36,Checkerboard Patchwork Women's Puffer Jacket,False,False,unknown,,7,6
69f2851029c1d0349a00ffb9,Maroon Koi Print Swim Trunks — All-Over Fish Pattern Beach Shorts,False,False,unknown,,7,7
69f0e816d343d27cd4039577,Archive Script Women's Cut & Sew Tee,False,False,unknown,,24,7
69f09a6191bdc9a00605f9de,Abstract Arch Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,BakAbo Cut & Sew Tee,bakabo.club,women's cut and sew tee,BKS,tailored fit tshirt,travel fashion,minimalist fashion,arch design shirt,polyester performance tee",24,7
69ef63314f5f4bb16a064c34,Colorblock Geometric Women's Tee — Bold Abstract Patchwork Top,False,False,unknown,,24,7
69ee55e48899de92c30ca306,BaktextB's Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,BakAbo Original,branded graphic tee,tailored fit tshirt,luxury street style,polyester performance tee,text pattern shirt",24,7
69b12f8cfa27b868c705949c,Woven Blanket,True,False,unknown,,6,4
67fea99759c84794070cfa66,BKS Folklore Lacquer™ Puffer,True,True,folklore,,10,7
67fea781fb08073efd06f006,BKS Riviera Crest™ Puffer,True,True,riviera,,10,7
67fea6beee04c42ae6090935,BKS Token Pixel™ Puffer,True,True,token,,10,7
67fea4b3264b90fb1c1001d2,BKS Folklore Gilt™ Puffer,True,True,folklore,,10,7
67fea3bf264b90fb1c100193,BKS Crown™ Puffer,True,True,unknown,,10,7
67fea2afee04c42ae609082c,BKS Route™ Puffer,True,True,unknown,,10,7
67aa59c7cfaeb48d94019566,Blue Grid Stripe Puffer Jacket,False,False,unknown,"men jacket,puffer jacket,men outerwear,blue pattern,winter jacket,everyday coat,casual jacket,cold weather,gift for him,holiday jacket,stylish puffer,urban outerwear,layering piece,BKS,bakabo.club,BakAbo Puffer jacket",10,7
67a39a720d6ae2b626089976,Black & White Maps Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,bakabo,minimalist fashion,abstract geometric,urban art wear",24,7
67a39a714138ca75a5093648,Neo Bloom Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,contemporary art wear,tailored fit tshirt,bold style,urban art fashion,BKS",24,7
67a3970d1fd029f95d05e0fc,Blu Maps Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,tailored fit tshirt,blue graphic tee,BKS",24,7
67a397080d6ae2b6260898bd,BKS Hours Burl™ Women's Tee,True,True,hours,,24,6
67a397001fd029f95d05e0f1,April Lawn Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,Regular fit,Crew neck,BakAbo Cut & Sew Tee,bakabo.club,cherry blossom print,botanical art fashion,spring fashion tee,pink blossom shirt,BKS",24,7
67a396f975e669bea60779dd,Neon Noir Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,tailored fit tshirt,cut and sew tee,neon noir tshirt,neon green shirt,eco friendly tshirt,sustainable streetwear,Eco Graphic T-Shirt",24,7
67a396d1a43b046f6b017b15,BKS Marker Stream™ Women's Tee,True,True,marker,"brand:bks,collection:marker,series:neo-expressionism,macro:woman,print-type:aop,type:tee,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",24,6
67a396cdfac10778ae009c4d,Aurora Blossom Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,modern geometric wear,polyester performance tee,tailored fit tshirt",24,7
67a396c0a43b046f6b017b0c,Grey Lattice Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,BKS",24,7
67a395f275e669bea60779a0,BaktextA's Women's Cut & Sew Tee,False,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,BakAbo Original,branded graphic tee,tailored fit tshirt,luxury street style,polyester performance tee,text pattern shirt,BKS",24,8
67a395d10d6ae2b62608987c,Cosmic Composition Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,BakAbo Cut & Sew Tee,bakabo.club,contemporary art shirt,bakabo.clubBKS,geometric abstraction,abstract art shirt",24,7
67a395c8ba9821cc60075d23,VioletMystique Women's Cut & Sew Tee,False,True,unknown,,24,6
67a394b80d6ae2b626089850,BKS Riviera Bloom™ Women's Tee,True,True,riviera,"brand:bks,collection:riviera,series:islands,macro:woman,print-type:aop,type:tee,use-case:streetwear,use-case:beachwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",24,6
67a394a2ba9821cc60075cf1,Sand Sketch Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,bakabo.club,BKS",24,7
67a38e9cfac10778ae009a80,Wegrip Women's Cut & Sew Tee | Blue Geometric Mesh,False,False,unknown,,24,7
67a38e97fac10778ae009a7e,Terra Grid Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,All Over Print,Regular fit,Crew neck,Sublimation,BakAbo Cut & Sew Tee,tailored fit tshirt,architectural design,muted color palette,polyester performance tee,BKS",24,7
67a3835a587f2a4e480054ec,Australian Tee Women's Cut & Sew Tee,True,False,unknown,"T-shirts,Women's Clothing,BakAbo Cut & Sew Tee,bakabo.club,women's cut and sew tee,BKS,tailored fit tshirt,travel fashion,polyester performance tee",24,7
66f9a76b675c90dfec070ce5,BKS Glyph Circuit™ Pullover Hoodie,True,True,glyph,"brand:bks,collection:glyph,series:brut,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
66f992e209ce4030ab03ced7,BKS Pulse Swell™ Pullover Hoodie,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:unisex,print-type:aop,type:pullover-hoodie,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,4
66f3369db5a94390310b36f2,Green Retro Sea Creature Backpack – Nautical Ocean Life Print Backpack,False,False,unknown,,1,5
66f2e06a09971b98a1083441,Lila Beaumont(BKS)🎒Backpack,False,False,unknown,,1,5
66f2da03049f17caae0ede3c,Teal Wave Floral Pattern Backpack – Vintage Swirl School & Travel Bag,False,False,unknown,,1,5
66d9acf427de3098cb08d7d5,Men's Brown Textured Puffer Jacket – All-Over Cozy Quilted Shell,False,False,unknown,,10,7
66d75a701b92cf85020d5bea,Corrado Hammer (BKS)🥦Backpack,False,False,unknown,,1,5
66d737c09c17c2768a039863,Rosalind Beaumont (BKS)🐤Backpack,False,False,unknown,,1,4
66d7336c6f846532bf0af467,Elowen Sinclair (BKS) ꡙ‍ Backpack,False,False,unknown,,1,5
66d730460e2175732d063c2b,Lavinia Sinclair (BKS) ꡙ‍ Backpack,False,False,unknown,,1,5
66d72dfd667ebc5a750d6a60,Isadora Monet (BKS) ꡙ‍ Backpack,False,False,unknown,,1,5
66d727d14a4c9222a702d57e,Rosalind Beaumont (BKS) ꡙ‍ Backpack,False,False,unknown,,1,5
66c39eeaa175a226c50e6a36,Rustic Terra Swim Trunks — Textured Orange AOP Beach Shorts,False,False,unknown,"swim trunks,men swimwear,orange swim,summer trunks,beach shorts,tropical trunks,surf shorts,casual swim,pool party,vacation wear,men beachwear,board shorts,athletic swim,BakAbo swim trunks,BKS,bakabo.club",7,6
66c39b1646d03f3814028b9a,Men's Light Gray Textured Swim Trunks — Subtle Woodgrain AOP Beach Shorts,False,False,unknown,,7,8
66c398fb7ecec7358c0cca06,Green Abstract Cow Print Swim Trunks,False,False,unknown,,7,7
66c393a4f9d0ba1fd009a9e6,BKS Marker Flux™ Swim Trunks,True,True,marker,"brand:bks,collection:marker,series:marker,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
66c390dcfef83d20e50303ca,Green Grid Pattern Swim Trunks – Modern Plaid All-Over Print,False,False,unknown,"swim trunks,men swim,green swim,plaid swim,beach trunks,board shorts,summer trunks,pool shorts,casual swim,resort wear,vacation trunks,surf shorts,swimwear men,BakAbo swim trunks,bakabo.club,BKS",7,6
66c38f517d0c2c65d7013b5c,BKS Token Circuit™ Swim Trunks,True,True,token,"brand:bks,collection:token,series:arcade,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
66c388f16b148589b707d27e,BKS Riviera Weave™ Swim Trunks,True,True,riviera,"brand:bks,collection:riviera,series:riviera,macro:man,type:swimwear,aop,drop:catalog-reset-2026,status:active,curation:keep",7,6
668ec766d8a995e44b02adba,BKS Pulse Burst™ Racerback Dress,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:dress,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
668ebb0bea4a17d6700c0125,Racerback Dress — Colorful 3D Ribbon Stripe All-Over Print,False,False,unknown,"racerback dress,cut sew dress,women's dress,aop dress,colorful dress,abstract dress,summer dress,festival dress,beach dress,casual dress,club dress,athleisure dress,party dress,BakAbo Women's Cut Dress (BKS),BKS,bakabo.club",6,7
668d91c5885322f6950d899b,BKS Pulse Radial™ Racerback Dress,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,print-type:aop,type:dress,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
668d8c01c3b5eb6d0c03ca92,Abstract Rainbow Stripe Racerback Dress — Vibrant All-Over Print,False,False,unknown,,6,8
66819990c582440b5605887a,Wavy Sunset Racerback Dress – Colorful Striped AOP Summer Dress,False,False,unknown,,6,8
668197a6e6c1c281990880da,Tropical Citrus One-Piece Swimsuit — Fruit Print Summer Swimwear,False,False,unknown,,70,9
6681954bbe977d571e06f42c,Racerback Dress – Vintage Ornate Dark Boho Pattern,False,False,unknown,"racerback dress,women dress,boho racerback,black pattern,summer dress,casual dress,aop dress,festival dress,bohemian dress,everyday dress,gothic dress,vintage pattern,earth tone dress,BakAbo Women's Cut Dress (BKS),BKS,bakabo.club",6,7
668194b4cb3b41f3af00c1cc,Golden Fur Texture Racerback Dress — Animal Print Summer Dress,False,False,unknown,,6,8
66819272daf475e6460617f8,Racerback Dress — Golden Swirl Floral All-Over Print,False,False,unknown,,6,7
66818bccb4c870a8060c080c,BKS Folklore Grove™ Racerback Dress,True,True,folklore,"brand:bks,collection:folklore,series:naif,macro:woman,print-type:aop,type:dress,use-case:streetwear,status:active,curation:keep,drop:catalog-reset-2026,bakabo-enriched",6,7
666847d18ee9441abd0407fa,Abstract Yellow Mosaic Swim Trunks — Men's Summer Beach Shorts,False,False,unknown,"swim trunks,men swim,beach shorts,summer trunks,patterned swim,tropical swim,vacation wear,pool party,resort trunks,surf shorts,casual swim,bright swim,holiday trunks,bakabo.club,BKS,BakAbo swim trunks",7,5
666601505210fa976e0e03cc,Lavender Purple Hooded Windbreaker Jacket — Lightweight All-Over Print,True,False,unknown,"windbreaker jacket,light purple jacket,hooded windbreaker,ladies windbreaker,casual outerwear,spring jacket,festival jacket,travel jacket,everyday windbreaker,rain shell jacket,athleisure jacket,unisex windbreaker,cute purple coat,bakabo.club,BakAbo Windbreaker Jacket,BKS",6,7
666585fe68acd4ff9c08133a,Abstract Urban Collage Racerback Dress — Colorful All-Over Print,False,False,unknown,,6,8
6661f920b8e07c81cd031431,BKS Flag Frame™ Windbreaker,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:man,macro:woman,type:outerwear,aop,drop:catalog-reset-2026,status:active,curation:keep",6,6
6661f5833934d91e800952b0,BKS Riviera Crest™ Windbreaker,True,True,riviera,,6,10
6661f34ae687be478406822b,"Colorblock Chevron Windbreaker Jacket — Red, Charcoal & White Hooded Jacket",False,False,unknown,"windbreaker jacket,hooded windbreaker,lightweight jacket,everyday outer,streetwear jacket,maroon chevron,minimalist jacket,unisex windbreaker,casual travel,spring jacket,athleisure wear,festival outer,rainproof layer,BakAbo Windbreaker Jacket,BKS,bakabo.club",6,6
6661f18c606ff0ad350c7dc8,BKS Folklore Field™ Windbreaker,True,True,folklore,,6,6
6661e37cc7d9f8b0c1071e7c,BKS Glyph Orbit™ Windbreaker,False,True,glyph,"brand:bks,collection:glyph,series:brut,macro:man,macro:woman,type:outerwear,aop,drop:catalog-reset-2026,status:active,curation:keep",6,10
6661e189db3825a40e0cee4c,BKS Flag Clash™ Windbreaker,True,True,flag,"brand:bks,collection:flag,series:neo-dada,macro:man,macro:woman,type:outerwear,aop,drop:catalog-reset-2026,status:active,curation:keep",6,10
6661df47ab2e850a680143e1,Colorblock Chevron Windbreaker Jacket — Lightweight Hooded Outdoor Shell,True,False,unknown,"windbreaker jacket,mint gray jacket,unisex windbreaker,casual outerwear,spring jacket,hooded windbreaker,athleisure jacket,travel jacket,everyday windbreaker,gift for hikers,festival outerwear,water resistant,stylish windbreaker,BakAbo Windbreaker Jacket,bakabo.club,BKS",6,11
6661c8f25ca6517330081a8e,Windbreaker Jacket – Retro Chevron Colorblock Hooded Windbreaker,True,False,unknown,"windbreaker jacket,hooded windbreaker,colorblock jacket,retro colorblock,outdoor jacket,lightweight jacket,activewear jacket,rain shell,casual outerwear,unisex windbreaker,festival jacket,travel jacket,spring jacket,BakAbo Windbreaker Jacket,bakabo.club,BKS",6,11
6661c5ef7913095ea3068c4a,BKS Folklore Shoal™ Windbreaker,False,True,folklore,"brand:bks,collection:folklore,series:naif,macro:man,macro:woman,type:outerwear,aop,drop:catalog-reset-2026,status:active,curation:keep",6,10
6661c2d28418cdf9d20d976a,Blue Chevron Windbreaker Jacket – Lightweight Waterproof Hooded Jacket,False,False,unknown,,6,11
6661bdd31907a6ba6507feaf,Mint Chevron Windbreaker Jacket — Lightweight Hooded Outdoor Jacket,True,False,unknown,"windbreaker jacket,mint green jacket,hooded windbreaker,lightweight jacket,outdoor jacket,casual outerwear,everyday windbreaker,spring jacket,travel jacket,rain resistant,streetwear jacket,unisex windbreaker,athleisure jacket,BakAbo Windbreaker Jacket,bakabo.club,BKS",6,11
6661b48041b44b5a8e0b0c89,BKS Pulse Blush™ Windbreaker,True,True,pulse,"brand:bks,collection:pulse,series:optical,macro:woman,type:outerwear,drop:catalog-reset-2026,status:active,curation:keep",6,10
6660816a95aedcc1f401de4b,Abstract Color Splash Racerback Dress - Vibrant All-Over Print,False,False,unknown,,6,8
